Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-05-15 00:00:00+05:30,85.31999969482422,85.31999969482422,85.31999969482422,85.31999969482422,25,0.0,0.0,0.0
2025-05-16 00:00:00+05:30,87.0199966430664,87.0199966430664,87.0199966430664,87.0199966430664,2,0.0,0.0,0.0
2025-05-19 00:00:00+05:30,88.76000213623047,88.76000213623047,88.76000213623047,88.76000213623047,143,0.0,0.0,0.0
2025-05-20 00:00:00+05:30,90.52999877929688,90.52999877929688,90.52999877929688,90.52999877929688,2,0.0,0.0,0.0
2025-05-21 00:00:00+05:30,92.33999633789062,92.33999633789062,92.33999633789062,92.33999633789062,83,0.0,0.0,0.0
2025-05-22 00:00:00+05:30,94.18000030517578,94.18000030517578,94.18000030517578,94.18000030517578,32,0.0,0.0,0.0
2025-05-23 00:00:00+05:30,96.05999755859376,96.05999755859376,96.05999755859376,96.05999755859376,62,0.0,0.0,0.0
2025-05-26 00:00:00+05:30,97.9800033569336,97.9800033569336,97.9800033569336,97.9800033569336,94,0.0,0.0,0.0
2025-05-27 00:00:00+05:30,99.93000030517578,99.93000030517578,99.93000030517578,99.93000030517578,2,0.0,0.0,0.0
2025-05-28 00:00:00+05:30,99.93000030517578,99.93000030517578,99.93000030517578,99.93000030517578,0,0.0,0.0,0.0
2025-05-29 00:00:00+05:30,101.91999816894533,101.91999816894533,101.91999816894533,101.91999816894533,10,0.0,0.0,0.0
2025-05-30 00:00:00+05:30,103.9499969482422,103.9499969482422,103.9499969482422,103.9499969482422,5,0.0,0.0,0.0
2025-06-02 00:00:00+05:30,106.0199966430664,106.0199966430664,106.0199966430664,106.0199966430664,57,0.0,0.0,0.0
2025-06-03 00:00:00+05:30,108.13999938964844,108.13999938964844,108.13999938964844,108.13999938964844,5,0.0,0.0,0.0
2025-06-04 00:00:00+05:30,110.3000030517578,110.3000030517578,110.3000030517578,110.3000030517578,5,0.0,0.0,0.0
2025-06-05 00:00:00+05:30,112.5,112.5,112.5,112.5,15,0.0,0.0,0.0
2025-06-06 00:00:00+05:30,114.75,114.75,114.75,114.75,5,0.0,0.0,0.0
2025-06-09 00:00:00+05:30,117.04000091552734,117.04000091552734,117.04000091552734,117.04000091552734,19,0.0,0.0,0.0
2025-06-10 00:00:00+05:30,119.37999725341795,119.37999725341795,119.25,119.37999725341795,1293,0.0,0.0,0.0
2025-06-11 00:00:00+05:30,121.76000213623048,121.76000213623048,121.76000213623048,121.76000213623048,150,0.0,0.0,0.0
2025-06-12 00:00:00+05:30,124.19000244140624,124.19000244140624,124.19000244140624,124.19000244140624,5,0.0,0.0,0.0
2025-06-13 00:00:00+05:30,126.66999816894533,126.66999816894533,126.66999816894533,126.66999816894533,5,0.0,0.0,0.0
2025-06-16 00:00:00+05:30,129.1999969482422,129.1999969482422,129.1999969482422,129.1999969482422,5,0.0,0.0,0.0
2025-06-17 00:00:00+05:30,131.77999877929688,131.77999877929688,131.77999877929688,131.77999877929688,5,0.0,0.0,0.0
2025-06-18 00:00:00+05:30,134.41000366210938,134.41000366210938,134.41000366210938,134.41000366210938,3,0.0,0.0,0.0
